policy,policy_kind,rows,avg_mission_utility,avg_goodput,avg_spectral_efficiency,outage_rate,availability,q05_margin_db_mean,q05_margin_db_p10,switch_count,switching_rate,robust_mode_share,high_rate_mode_share,utility_gain_vs_fixed_high_pct,oracle_utility_gap_pct,scenario,effective_path_m,clear_sky_snr_db,outage_penalty
Fixed Survival,fixed,3225,0.33821814626152086,0.34905203475667407,0.35,0.002708472123788302,0.9972915278762117,11.248534896319557,4.873986468057341,0,0.0,1.0,0.0,-84.24744742045165,85.98703437691681,L800_SNR22_A4,800.0,22.0,4.0
Oracle Policy,oracle,3225,2.1758021496177746,2.5274287657225245,2.6431007751937985,0.04395332701309373,0.9560466729869063,0.4393876094978507,-1.2592692120316413,222,0.06883720930232558,0.13674418604651162,0.6275968992248062,31.09772296284138,0.0,L800_SNR22_A8,800.0,22.0,8.0
Improved LSTM Policy,forecast,3225,2.1267391599997936,2.514097192264198,2.642542635658915,0.048419754033050495,0.9515802459669495,0.4153566017459127,-1.7315864386883022,248,0.07689922480620155,0.13271317829457363,0.6334883720930232,28.14155058209584,2.2549380065002693,L800_SNR22_A8,800.0,22.0,8.0
TCN Policy,forecast,3225,2.117226880170129,2.4931104838568707,2.6194573643410854,0.046985450460842716,0.9530145495391573,0.5285348963195562,-1.6070386912861563,338,0.1048062015503876,0.14914728682170542,0.6182945736434109,27.56841105005085,2.6921229698176266,L800_SNR22_A8,800.0,22.0,8.0
TFT Policy,forecast,3225,2.1143115600266884,2.4896279290463057,2.6183255813953488,0.04691454612745215,0.9530854538725478,0.5623333459319593,-1.4975781610674748,390,0.12093023255813953,0.16589147286821704,0.6241860465116279,27.39275544984847,2.826111262087333,L800_SNR22_A8,800.0,22.0,8.0
PatchTST Policy,forecast,3225,2.110079346721461,2.467534785769936,2.5803875968992247,0.04468192988105934,0.9553180701189407,0.6090000125986259,-1.752542589271702,372,0.11534883720930232,0.1283720930232558,0.6275968992248062,27.137753620980064,3.0206240446935437,L800_SNR22_A8,800.0,22.0,8.0
LSTM-raw Policy,forecast,3225,2.0954077177372596,2.573646275722495,2.739472868217054,0.05977981974815441,0.9402201802518456,0.03845737693971117,-2.4824812595928387,282,0.08744186046511628,0.0986046511627907,0.6682170542635659,26.253749920403553,3.6949330110110403,L800_SNR22_A8,800.0,22.0,8.0
Persistence Policy,forecast,3225,2.091075426662196,2.4991829688645257,2.639007751937984,0.05101344277529121,0.9489865572247088,0.45318605911025384,-1.9646089542239589,220,0.06821705426356589,0.13674418604651162,0.6257364341085272,25.99271814632755,3.8940453740457444,L800_SNR22_A8,800.0,22.0,8.0
Fixed High-Rate,fixed,3225,1.6596795889692826,2.634458069718895,3.0,0.12184731009370159,0.8781526899062984,-1.2514651036804438,-7.626013531942659,0,0.0,0.0,1.0,0.0,23.721024484655455,L800_SNR22_A8,800.0,22.0,8.0
Fixed Balanced,fixed,3225,1.442272137021651,1.7342948823100992,1.8000000000000005,0.036502843161056044,0.963497156838944,3.2485348963195557,-3.126013531942659,0,0.0,0.0,0.0,-13.099362876580841,33.71308428594869,L800_SNR22_A8,800.0,22.0,8.0
Fixed Conservative,fixed,3225,0.9030532534810498,0.9892281392756722,1.0,0.01077186072432779,0.9892281392756722,7.248534896319557,0.8739864680573408,0,0.0,1.0,0.0,-45.58869919935109,58.49561718469255,L800_SNR22_A8,800.0,22.0,8.0
Fixed Peak-Rate,fixed,3225,0.44230949622051896,2.906368842961162,4.200000000000001,0.30800741834258044,0.6919925816574195,-4.751465103680443,-11.12601353194266,0,0.0,0.0,1.0,-73.34970562027529,79.67142847532254,L800_SNR22_A8,800.0,22.0,8.0
Fixed Survival,fixed,3225,0.32738425776636765,0.34905203475667407,0.35,0.002708472123788302,0.9972915278762117,11.248534896319557,4.873986468057341,0,0.0,1.0,0.0,-80.27424932244395,84.95339947044911,L800_SNR22_A8,800.0,22.0,8.0
Oracle Policy,oracle,3225,2.0350976968310235,2.378596365568362,2.4487286821705427,0.028624889061444916,0.9713751109385551,1.214891485466843,-0.2767303598747926,232,0.07193798449612403,0.20682170542635658,0.586046511627907,73.6001408926564,0.0,L800_SNR22_A12,800.0,22.0,12.0
Improved LSTM Policy,forecast,3225,1.964751037883919,2.3642344624522047,2.446062015503876,0.033290285380690496,0.9667097146193095,1.192720942831184,-0.8830690339831402,284,0.08806201550387596,0.1987596899224806,0.5947286821705426,67.5993528599436,3.456672328637863,L800_SNR22_A12,800.0,22.0,12.0
TCN Policy,forecast,3225,1.959701048299137,2.343803222147829,2.4236589147286827,0.032008514487391004,0.967991485512609,1.3063643536838971,-0.7295006347518508,392,0.12155038759689922,0.21953488372093022,0.5817054263565892,67.1685730969918,3.7048171519869153,L800_SNR22_A12,800.0,22.0,12.0
TFT Policy,forecast,3225,1.9591794568233296,2.3458459270005068,2.428511627906977,0.03222220584809808,0.9677777941519019,1.3165969118234322,-0.6540371121187312,426,0.13209302325581396,0.2291472868217054,0.5857364341085272,67.12407972754346,3.7304469522967305,L800_SNR22_A12,800.0,22.0,12.0
PatchTST Policy,forecast,3225,1.9513896174175487,2.3160810429182734,2.386077519379845,0.030390952125060402,0.9696090478749396,1.38093799709475,-0.8163945366048784,415,0.12868217054263567,0.19720930232558137,0.5795348837209302,66.459582283278,4.113221667137741,L800_SNR22_A12,800.0,22.0,12.0
LSTM-raw Policy,forecast,3225,1.9330349538041778,2.425759814897433,2.531519379844961,0.041060405091104604,0.9589395949088954,0.8417131908931995,-1.4327605011501585,355,0.11007751937984496,0.16589147286821704,0.626046511627907,64.8938725906769,5.015127440111298,L800_SNR22_A12,800.0,22.0,12.0
Persistence Policy,forecast,3225,1.9233534312797615,2.3529922909817422,2.4451317829457366,0.03580323830849837,0.9641967616915016,1.2277597025211064,-1.1635740709272964,232,0.07193798449612403,0.20713178294573645,0.5841860465116279,64.0680087135219,5.490855093849589,L800_SNR22_A12,800.0,22.0,12.0
Fixed Balanced,fixed,3225,1.2962607643774267,1.7342948823100992,1.8000000000000005,0.036502843161056044,0.963497156838944,3.2485348963195557,-3.126013531942659,0,0.0,0.0,0.0,10.575060686252804,36.304740239453146,L800_SNR22_A12,800.0,22.0,12.0
Fixed High-Rate,fixed,3225,1.1722903485944762,2.634458069718895,3.0,0.12184731009370159,0.8781526899062984,-1.2514651036804438,-7.626013531942659,0,0.0,0.0,1.0,0.0,42.39636011480323,L800_SNR22_A12,800.0,22.0,12.0
Fixed Conservative,fixed,3225,0.859965810583739,0.9892281392756722,1.0,0.01077186072432779,0.9892281392756722,7.248534896319557,0.8739864680573408,0,0.0,1.0,0.0,-26.642251075870444,57.7432664818576,L800_SNR22_A12,800.0,22.0,12.0
Fixed Survival,fixed,3225,0.31655036927121444,0.34905203475667407,0.35,0.002708472123788302,0.9972915278762117,11.248534896319557,4.873986468057341,0,0.0,1.0,0.0,-72.9972724205446,84.44544604594981,L800_SNR22_A12,800.0,22.0,12.0
Fixed Peak-Rate,fixed,3225,-0.7897201771498026,2.906368842961162,4.200000000000001,0.30800741834258044,0.6919925816574195,-4.751465103680443,-11.12601353194266,0,0.0,0.0,1.0,-167.3655786807971,138.80502534986525,L800_SNR22_A12,800.0,22.0,12.0
